gene_id	symbol	seq_len	seqname	strand	num_A	num_C	num_G	num_T	num_N	pct_at	pct_gc	num_CG_dinuc	exon_count
ENSG00000115234.10	SNX17	3765	chr2	+	819	983	1009	954	0	0.470916334661355	0.529083665338645	96	13
ENSG00000115239.21	ASB3	6299	chr2	-	1840	1305	1430	1724	0	0.565804095888236	0.434195904111764	128	23
ENSG00000115241.10	PPM1G	4092	chr2	-	978	963	1104	1047	0	0.494868035190616	0.505131964809384	110	7
ENSG00000115252.18	PDE1A	6322	chr2	-	1949	1154	1257	1962	0	0.618633343878519	0.381366656121481	44	21
ENSG00000115255.10	REEP6	2449	chr19	+	421	845	758	425	0	0.345447121273989	0.654552878726011	144	6
ENSG00000115257.15	PCSK4	3792	chr19	-	676	1315	1233	568	0	0.328059071729958	0.671940928270042	262	14
ENSG00000115266.11	APC2	12610	chr19	+	2091	4403	4262	1854	0	0.312846946867565	0.687153053132435	984	15
ENSG00000115267.5	IFIH1	4528	chr2	-	1532	888	922	1186	0	0.600265017667845	0.399734982332155	72	16
ENSG00000115268.9	RPS15	2137	chr19	+	339	641	699	458	0	0.372952737482452	0.627047262517548	164	1
ENSG00000115271.10	GCA	3664	chr2	+	1062	633	791	1178	0	0.611353711790393	0.388646288209607	61	12
ENSG00000115274.14	INO80B	1522	chr2	+	307	456	477	282	0	0.386990801576873	0.613009198423128	86	4
ENSG00000115275.11	MOGS	3234	chr2	-	607	969	971	687	0	0.400123685837972	0.599876314162028	128	4
ENSG00000115282.19	TTC31	5094	chr2	+	1137	1329	1401	1227	0	0.464075382803298	0.535924617196702	75	5
ENSG00000115286.19	NDUFS7	7533	chr19	+	1303	2406	2216	1608	0	0.386433028010089	0.613566971989911	411	7
ENSG00000115289.13	PCGF1	2629	chr2	-	581	743	733	572	0	0.438569798402434	0.561430201597566	106	8
ENSG00000115290.9	GRB14	2958	chr2	-	793	770	688	707	0	0.50709939148073	0.49290060851927	125	16
ENSG00000115295.19	CLIP4	7775	chr2	+	2220	1448	1677	2430	0	0.598070739549839	0.401929260450161	103	22
ENSG00000115306.15	SPTBN1	18504	chr2	+	5030	4159	4423	4892	0	0.536208387375703	0.463791612624297	436	41
ENSG00000115307.16	AUP1	2634	chr2	-	529	770	733	602	0	0.429384965831435	0.570615034168565	106	6
ENSG00000115310.17	RTN4	6644	chr2	-	1912	1458	1534	1740	0	0.549668874172185	0.450331125827815	159	17
ENSG00000115317.11	HTRA2	3001	chr2	+	606	813	937	645	0	0.416861046317894	0.583138953682106	152	5
ENSG00000115318.11	LOXL3	4363	chr2	-	935	1243	1173	1012	0	0.446252578501031	0.553747421498969	113	16
ENSG00000115325.13	DOK1	3049	chr2	+	559	974	983	533	0	0.358150213184651	0.641849786815349	174	6
ENSG00000115339.13	GALNT3	4686	chr2	-	1408	925	995	1358	0	0.590268886043534	0.409731113956466	98	14
ENSG00000115350.11	POLE4	2151	chr2	+	491	533	500	627	0	0.519758251975825	0.480241748024175	72	7
ENSG00000115353.10	TACR1	5308	chr2	-	1392	1365	1238	1313	0	0.509608138658629	0.490391861341372	107	6
ENSG00000115355.15	CCDC88A	14537	chr2	-	4825	2633	2889	4190	0	0.620141707367407	0.379858292632593	164	36
ENSG00000115361.7	ACADL	4383	chr2	-	1433	807	935	1208	0	0.602555327401323	0.397444672598677	86	12
ENSG00000115363.13	EVA1A	2744	chr2	-	729	626	703	686	0	0.51567055393586	0.48432944606414	72	11
ENSG00000115364.13	MRPL19	4601	chr2	+	1310	887	939	1465	0	0.603129754401217	0.396870245598783	70	9
ENSG00000115365.11	LANCL1	5254	chr2	-	1469	1046	1094	1645	0	0.592691282832128	0.407308717167872	65	12
ENSG00000115368.9	WDR75	5066	chr2	+	1529	894	999	1644	0	0.626332412159495	0.373667587840505	49	21
ENSG00000115380.19	EFEMP1	3962	chr2	-	1155	898	868	1041	0	0.554265522463402	0.445734477536598	97	11
ENSG00000115386.5	REG1A	1725	chr2	+	434	433	393	465	0	0.521159420289855	0.478840579710145	17	4
ENSG00000115392.11	FANCL	2412	chr2	-	717	414	503	778	0	0.619817578772803	0.380182421227197	33	14
ENSG00000115414.18	FN1	17315	chr2	-	4908	3967	3758	4682	0	0.55385503898354	0.44614496101646	292	41
ENSG00000115415.18	STAT1	6053	chr2	-	1718	1291	1410	1634	0	0.55377498760945	0.44622501239055	137	30
ENSG00000115419.12	GLS	9827	chr2	+	2915	1655	1919	3338	0	0.636308130660425	0.363691869339575	130	21
ENSG00000115421.12	PAPOLG	8501	chr2	+	2600	1534	1659	2708	0	0.624397129749441	0.375602870250559	95	21
ENSG00000115423.18	DNAH6	13514	chr2	+	4259	2646	2860	3749	0	0.592570667455972	0.407429332544028	187	77
ENSG00000115425.13	PECR	3182	chr2	-	925	692	740	825	0	0.549968573224387	0.450031426775613	51	13
ENSG00000115446.11	UNC50	2230	chr2	+	518	488	580	644	0	0.521076233183857	0.478923766816144	85	5
ENSG00000115457.9	IGFBP2	4767	chr2	+	961	1325	1378	1103	0	0.432976714915041	0.567023285084959	173	4
ENSG00000115459.17	ELMOD3	7259	chr2	+	1804	1757	1931	1767	0	0.491941038710566	0.508058961289434	132	12
ENSG00000115461.4	IGFBP5	6442	chr2	-	1564	1753	1607	1518	0	0.478422850046569	0.521577149953431	174	4
ENSG00000115464.14	USP34	18125	chr2	-	5606	3298	3711	5510	0	0.613296551724138	0.386703448275862	203	77
ENSG00000115468.11	EFHD1	3052	chr2	+	624	917	795	716	0	0.439056356487549	0.560943643512451	142	7
ENSG00000115474.6	KCNJ13	2977	chr2	-	980	608	505	884	0	0.626133691635875	0.373866308364125	22	3
ENSG00000115484.14	CCT4	2830	chr2	-	804	621	641	764	0	0.554063604240283	0.445936395759717	76	15
ENSG00000115486.11	GGCX	9098	chr2	-	2328	2181	2031	2558	0	0.53704110793581	0.46295889206419	131	14
ENSG00000115504.14	EHBP1	8219	chr2	+	2536	1563	1884	2236	0	0.580605913128118	0.419394086871882	144	31
ENSG00000115507.9	OTX1	4833	chr2	+	979	1587	1272	995	0	0.408441961514587	0.591558038485413	288	5
ENSG00000115514.11	TXNDC9	2816	chr2	-	916	528	542	830	0	0.620028409090909	0.379971590909091	59	8
ENSG00000115520.8	COQ10B	2722	chr2	+	742	521	618	841	0	0.58155767817781	0.41844232182219	60	6
ENSG00000115523.16	GNLY	3051	chr2	+	626	897	840	688	0	0.430678466076696	0.569321533923304	54	6
ENSG00000115524.15	SF3B1	9164	chr2	-	2772	1618	1920	2854	0	0.613924050632911	0.386075949367089	111	26
ENSG00000115525.16	ST3GAL5	5549	chr2	-	1490	1266	1275	1518	0	0.54207965399171	0.45792034600829	112	15
ENSG00000115526.10	CHST10	4487	chr2	-	1088	1076	1280	1043	0	0.474927568531313	0.525072431468687	157	13
ENSG00000115539.13	PDCL3	1831	chr2	+	477	420	493	441	0	0.501365374112507	0.498634625887493	65	7
ENSG00000115540.14	MOB4	4296	chr2	+	1245	806	855	1390	0	0.613361266294227	0.386638733705773	81	10
ENSG00000115541.10	HSPE1	1977	chr2	+	487	426	531	533	0	0.515933232169954	0.484066767830046	97	2
ENSG00000115548.16	KDM3A	13423	chr2	+	3596	2773	3023	4031	0	0.568203829248305	0.431796170751695	189	27
ENSG00000115556.13	PLCD4	5867	chr2	+	1553	1367	1535	1412	0	0.505369013124254	0.494630986875746	81	17
ENSG00000115561.15	CHMP3	7018	chr2	-	2013	1414	1465	2126	0	0.589769165004275	0.410230834995725	61	11
ENSG00000115568.15	ZNF142	6994	chr2	-	1582	2208	1858	1346	0	0.418644552473549	0.581355447526451	198	10
ENSG00000115590.13	IL1R2	3073	chr2	+	831	721	708	813	0	0.53498210218028	0.46501789781972	59	12
ENSG00000115592.11	PRKAG3	3334	chr2	-	730	960	912	732	0	0.438512297540492	0.561487702459508	69	13
ENSG00000115593.14	SMYD1	4600	chr2	+	1115	1101	1092	1292	0	0.523260869565217	0.476739130434783	66	11
ENSG00000115594.11	IL1R1	7083	chr2	+	1986	1569	1589	1939	0	0.55414372441056	0.44585627558944	130	18
ENSG00000115596.3	WNT6	1703	chr2	+	253	634	566	250	0	0.295361127422196	0.704638872577804	187	4
ENSG00000115598.9	IL1RL2	2644	chr2	+	675	564	724	681	0	0.51285930408472	0.48714069591528	58	13
ENSG00000115602.16	IL1RL1	5746	chr2	+	1621	1174	1241	1710	0	0.579707622694048	0.420292377305952	50	15
ENSG00000115604.10	IL18R1	4353	chr2	+	1325	824	972	1232	0	0.58741098093269	0.41258901906731	74	13
ENSG00000115607.9	IL18RAP	2966	chr2	+	857	631	646	832	0	0.569453809844909	0.430546190155091	37	12
ENSG00000115616.2	SLC9A2	5984	chr2	+	1675	1238	1357	1714	0	0.5663435828877	0.433656417112299	128	15
ENSG00000115641.18	FHL2	6626	chr2	-	1692	1683	1617	1634	0	0.50196196800483	0.498038031995171	176	10
ENSG00000115648.13	MLPH	7514	chr2	+	1862	1851	2055	1746	0	0.480170348682459	0.519829651317541	190	23
ENSG00000115649.15	CNPPD1	2760	chr2	-	489	826	808	637	0	0.407971014492754	0.592028985507246	108	9
ENSG00000115652.14	UXS1	7023	chr2	-	1777	1573	1743	1930	0	0.52783710664958	0.47216289335042	185	20
ENSG00000115657.12	ABCB6	5205	chr2	-	1010	1396	1496	1303	0	0.444380403458213	0.555619596541787	174	14
ENSG00000115661.13	STK16	4368	chr2	+	1010	1113	1211	1034	0	0.467948717948718	0.532051282051282	81	6
ENSG00000115665.8	SLC5A7	5168	chr2	+	1605	1028	985	1550	0	0.610487616099071	0.389512383900929	67	9
ENSG00000115677.16	HDLBP	12182	chr2	-	2742	3274	3307	2859	0	0.459776719750451	0.540223280249548	392	36
ENSG00000115685.14	PPP1R7	3781	chr2	+	877	1003	1072	829	0	0.451203385347792	0.548796614652208	177	13
ENSG00000115687.13	PASK	10686	chr2	-	2294	2653	3025	2714	0	0.468650570840352	0.531349429159648	340	23
ENSG00000115694.14	STK25	7584	chr2	-	1536	2126	2385	1537	0	0.405195147679325	0.594804852320675	274	13
ENSG00000115705.20	TPO	6841	chr2	+	1624	1931	1752	1534	0	0.461628416898114	0.538371583101886	258	20
ENSG00000115718.17	PROC	2495	chr2	+	511	715	817	452	0	0.385971943887776	0.614028056112224	123	7
ENSG00000115738.9	ID2	2205	chr2	+	527	603	558	517	0	0.473469387755102	0.526530612244898	135	5
ENSG00000115750.16	TAF1B	4064	chr2	+	1230	771	899	1164	0	0.589074803149606	0.410925196850394	94	20
ENSG00000115756.12	HPCAL1	6237	chr2	+	1171	1879	1880	1307	0	0.397306397306397	0.602693602693603	256	14
ENSG00000115758.12	ODC1	2968	chr2	-	685	716	814	753	0	0.484501347708895	0.515498652291105	124	13
ENSG00000115760.13	BIRC6	17723	chr2	+	5121	3631	3749	5222	0	0.583591942673362	0.416408057326638	217	75
ENSG00000115761.15	NOL10	3824	chr2	-	1194	731	872	1027	0	0.580805439330544	0.419194560669456	79	22
ENSG00000115762.16	PLEKHB2	6728	chr2	+	1552	1618	1647	1911	0	0.514714625445898	0.485285374554102	190	12
ENSG00000115806.12	GORASP2	5340	chr2	+	1425	1244	1298	1373	0	0.523970037453183	0.476029962546816	177	12
ENSG00000115808.11	STRN	8345	chr2	-	2558	1495	1651	2641	0	0.623007789095267	0.376992210904733	80	18
ENSG00000115816.14	CEBPZ	3629	chr2	-	1225	644	817	943	0	0.597409754753376	0.402590245246624	63	17
ENSG00000115825.9	PRKD3	10244	chr2	-	3060	1947	1932	3305	0	0.621339320577899	0.378660679422101	118	21
ENSG00000115827.13	DCAF17	7657	chr2	+	2254	1453	1545	2405	0	0.608462844456053	0.391537155543947	106	16
ENSG00000115828.15	QPCT	2599	chr2	+	672	617	548	762	0	0.551750673335898	0.448249326664102	63	9
ENSG00000115839.17	RAB3GAP1	6629	chr2	+	1939	1255	1471	1964	0	0.588776587720621	0.411223412279378	80	28
ENSG00000115840.13	SLC25A12	5169	chr2	-	1415	1057	1153	1544	0	0.572451151093055	0.427548848906945	86	24
ENSG00000115841.19	RMDN2	5999	chr2	+	1960	1116	1048	1875	0	0.639273212202034	0.360726787797966	43	18
ENSG00000115844.10	DLX2	2970	chr2	-	572	1005	765	628	0	0.404040404040404	0.595959595959596	188	2
ENSG00000115866.10	DARS	4014	chr2	-	1260	728	824	1202	0	0.613353263577479	0.386646736422521	79	19
ENSG00000115875.18	SRSF7	4045	chr2	-	1132	785	890	1238	0	0.585908529048208	0.414091470951792	113	9
ENSG00000115884.10	SDC1	3595	chr2	-	670	1068	1092	765	0	0.399165507649513	0.600834492350487	166	8
ENSG00000115896.15	PLCL1	8013	chr2	+	2447	1527	1709	2330	0	0.596156246100087	0.403843753899913	149	13
ENSG00000115902.10	SLC1A4	6939	chr2	+	1701	1761	1703	1774	0	0.50079262141519	0.499207378584811	180	10
ENSG00000115904.12	SOS1	9263	chr2	-	2930	1801	1723	2809	0	0.619561697074382	0.380438302925618	107	26
ENSG00000115919.14	KYNU	17600	chr2	+	5189	3133	3277	6001	0	0.635795454545454	0.364204545454545	95	23
ENSG00000115935.17	WIPF1	9121	chr2	-	2592	2076	1973	2480	0	0.556079377261265	0.443920622738735	154	21
ENSG00000115942.8	ORC2	5835	chr2	-	1674	1159	1231	1771	0	0.590402742073693	0.409597257926307	77	19
ENSG00000115944.14	COX7A2L	5605	chr2	-	1478	1203	1300	1624	0	0.553434433541481	0.446565566458519	108	11
ENSG00000115946.7	PNO1	2674	chr2	+	790	527	599	758	0	0.578908002991773	0.421091997008227	40	8
ENSG00000115947.13	ORC4	8915	chr2	-	2831	1577	1728	2779	0	0.629276500280426	0.370723499719574	80	18
ENSG00000115956.9	PLEK	3314	chr2	+	918	719	833	844	0	0.531683765841883	0.468316234158117	29	9
ENSG00000115963.13	RND3	3594	chr2	-	1087	636	814	1057	0	0.59654980523094	0.40345019476906	74	9
ENSG00000115966.16	ATF2	5751	chr2	-	1740	1080	1061	1870	0	0.627716918796731	0.372283081203269	61	21
ENSG00000115970.18	THADA	14220	chr2	-	4093	2721	3173	4233	0	0.585513361462729	0.414486638537271	177	47
ENSG00000115977.18	AAK1	23608	chr2	-	6645	5082	5024	6857	0	0.571924771263978	0.428075228736022	290	25
ENSG00000115993.12	TRAK2	7595	chr2	-	2258	1504	1622	2211	0	0.588413429888084	0.411586570111916	93	18
ENSG00000115998.7	C2orf42	3630	chr2	-	942	869	923	896	0	0.50633608815427	0.49366391184573	112	12
ENSG00000116001.15	TIA1	6607	chr2	-	2043	1071	1249	2244	0	0.648857272589678	0.351142727410322	58	15
ENSG00000116005.11	PCYOX1	5870	chr2	+	1691	1191	1296	1692	0	0.576320272572402	0.423679727427598	90	9
ENSG00000116016.13	EPAS1	7302	chr2	+	1730	2056	1831	1685	0	0.46768008764722	0.53231991235278	208	20
ENSG00000116017.10	ARID3A	7210	chr19	+	1473	2072	2199	1466	0	0.407628294036061	0.592371705963939	316	12
ENSG00000116030.16	SUMO1	2164	chr2	-	636	397	481	650	0	0.594269870609981	0.405730129390018	30	9
ENSG00000116031.8	CD207	1869	chr2	-	455	493	449	472	0	0.495987158908507	0.504012841091493	36	6
ENSG00000116032.5	GRIN3B	3281	chr19	+	481	1215	1090	495	0	0.297470283450168	0.702529716549832	318	9
ENSG00000116035.2	VAX2	1147	chr2	+	216	393	363	175	0	0.340889276373147	0.659110723626853	74	3
ENSG00000116039.11	ATP6V1B1	2653	chr2	+	559	804	769	521	0	0.407086317376555	0.592913682623445	116	15
ENSG00000116044.15	NFE2L2	5979	chr2	-	1756	1334	1346	1543	0	0.551764509115237	0.448235490884763	155	15
ENSG00000116062.14	MSH6	10993	chr2	+	3132	2314	2486	3061	0	0.563358500864186	0.436641499135814	202	18
ENSG00000116095.10	PLEKHA3	14193	chr2	+	3839	2560	2762	5032	0	0.625026421475375	0.374973578524625	149	11
ENSG00000116096.5	SPR	1480	chr2	+	290	432	453	305	0	0.402027027027027	0.597972972972973	65	3
ENSG00000116106.11	EPHA4	7554	chr2	-	2083	1668	1729	2074	0	0.550304474450622	0.449695525549378	157	22
ENSG00000116117.17	PARD3B	10382	chr2	+	3044	2277	2483	2578	0	0.541514159121557	0.458485840878443	180	29
ENSG00000116120.9	FARSB	3369	chr2	-	1021	681	720	947	0	0.584149599287622	0.415850400712378	51	17
ENSG00000116127.17	ALMS1	14054	chr2	+	4314	3255	2994	3491	0	0.555357905222712	0.444642094777288	161	25
ENSG00000116128.10	BCL9	6420	chr1	+	1521	1863	1578	1458	0	0.464018691588785	0.535981308411215	132	11
ENSG00000116132.11	PRRX1	8246	chr1	+	2431	1610	1651	2554	0	0.604535532379335	0.395464467620665	94	8
ENSG00000116133.11	DHCR24	4250	chr1	-	923	1168	1162	997	0	0.451764705882353	0.548235294117647	119	9
ENSG00000116138.12	DNAJC16	8563	chr1	+	2294	1921	1904	2444	0	0.553310755576317	0.446689244423683	120	19
ENSG00000116141.15	MARK1	5417	chr1	+	1559	1140	1179	1539	0	0.571903267491231	0.428096732508769	169	19
ENSG00000116147.16	TNR	12960	chr1	-	3519	3263	2994	3184	0	0.517206790123457	0.482793209876543	192	24
ENSG00000116151.13	MORN1	11337	chr1	-	2342	3318	3301	2376	0	0.416159477816001	0.583840522183999	414	15
ENSG00000116157.5	GPX7	1691	chr1	+	430	444	418	399	0	0.490242460082791	0.509757539917209	42	3
ENSG00000116161.17	CACYBP	4511	chr1	+	1307	920	1068	1216	0	0.559299490135225	0.440700509864775	148	7
ENSG00000116171.16	SCP2	8305	chr1	+	2316	1749	1741	2499	0	0.579771222155328	0.420228777844672	88	17
ENSG00000116176.6	TPSG1	1255	chr16	-	185	452	371	247	0	0.344223107569721	0.655776892430279	60	6
ENSG00000116183.10	PAPPA2	10930	chr1	+	2933	2513	2701	2783	0	0.522964318389753	0.477035681610247	149	26
ENSG00000116191.17	RALGPS2	9178	chr1	+	2835	1594	1747	3002	0	0.635977337110482	0.364022662889518	110	20
ENSG00000116194.12	ANGPTL1	3403	chr1	-	1214	627	610	952	0	0.636497208345577	0.363502791654423	31	6
ENSG00000116198.12	CEP104	7876	chr1	-	2087	1859	1922	2008	0	0.519933976637887	0.480066023362113	224	24
ENSG00000116199.11	FAM20B	6039	chr1	+	1695	1244	1427	1673	0	0.557708229839377	0.442291770160623	109	9
ENSG00000116205.11	TCEANC2;MIR4781	12220	chr1	+	3438	2671	2937	3174	0	0.541080196399345	0.458919803600655	156	6
ENSG00000116209.11	TMEM59	9149	chr1	-	2578	1841	1816	2914	0	0.600284184063832	0.399715815936168	100	9
ENSG00000116212.14	LRRC42	2411	chr1	+	575	626	588	622	0	0.49647449191207	0.50352550808793	74	9
ENSG00000116213.15	WRAP73	7604	chr1	-	1537	2046	2239	1782	0	0.436480799579169	0.563519200420831	280	7
ENSG00000116221.15	MRPL37	2549	chr1	+	634	693	654	568	0	0.471557473519027	0.528442526480973	93	11
ENSG00000116237.15	ICMT	4910	chr1	-	1169	1219	1231	1291	0	0.5010183299389	0.4989816700611	155	6
ENSG00000116251.9	RPL22	4900	chr1	-	1222	1027	1313	1338	0	0.522448979591837	0.477551020408163	145	8
ENSG00000116254.17	CHD5	9890	chr1	-	2104	2888	3072	1826	0	0.39737108190091	0.60262891809909	418	44
ENSG00000116260.16	QSOX1	9311	chr1	+	2069	2525	2573	2144	0	0.452475566534207	0.547524433465793	195	12
ENSG00000116266.10	STXBP3	5895	chr1	+	1886	933	1120	1956	0	0.651738761662426	0.348261238337574	46	19
ENSG00000116273.5	PHF13	3681	chr1	+	768	970	1024	919	0	0.458299375169791	0.541700624830209	146	4
ENSG00000116285.12	ERRFI1	4186	chr1	-	1159	879	927	1221	0	0.568561872909699	0.431438127090301	74	4
ENSG00000116288.12	PARK7	2397	chr1	+	584	543	641	629	0	0.506049228201919	0.493950771798081	88	11
ENSG00000116299.16	KIAA1324	9300	chr1	+	2207	2493	2228	2372	0	0.492365591397849	0.507634408602151	197	24
ENSG00000116329.10	OPRD1	9345	chr1	+	2036	2467	2645	2197	0	0.452969502407705	0.547030497592295	275	3
ENSG00000116337.15	AMPD2	6823	chr1	+	1208	2090	2036	1489	0	0.395280668327715	0.604719331672285	227	18
ENSG00000116350.16	SRSF4	8893	chr1	-	2575	1697	2007	2614	0	0.583492634656471	0.416507365343529	184	8
ENSG00000116353.15	MECR	3922	chr1	-	984	1042	1006	890	0	0.477817440081591	0.522182559918409	86	15
ENSG00000116396.14	KCNC4	25042	chr1	+	5720	6700	6326	6296	0	0.47983387908314	0.52016612091686	446	6
ENSG00000116406.18	EDEM3	7804	chr1	-	2401	1350	1614	2439	0	0.62019477191184	0.37980522808816	106	21
ENSG00000116455.13	WDR77	2805	chr1	-	662	654	718	771	0	0.510873440285205	0.489126559714795	61	11
ENSG00000116459.10	ATP5F1	3383	chr1	+	989	702	793	899	0	0.558084540348803	0.441915459651197	91	7
ENSG00000116473.14	RAP1A	5532	chr1	+	1651	969	1179	1733	0	0.611713665943601	0.388286334056399	70	11
ENSG00000116478.11	HDAC1	3963	chr1	+	964	930	1072	997	0	0.49482715114812	0.50517284885188	90	12
ENSG00000116489.12	CAPZA1	4130	chr1	+	1179	811	846	1294	0	0.598789346246973	0.401210653753027	77	11
ENSG00000116497.17	S100PBP	9194	chr1	+	2355	1905	1914	3020	0	0.584620404611703	0.415379595388297	125	16
ENSG00000116514.16	RNF19B	2610	chr1	-	608	705	724	573	0	0.452490421455939	0.547509578544061	123	9
ENSG00000116521.10	SCAMP3	2442	chr1	-	511	667	707	557	0	0.437346437346437	0.562653562653563	73	8
ENSG00000116525.13	TRIM62	3646	chr1	-	769	1188	968	721	0	0.408667032364235	0.591332967635765	156	7
ENSG00000116539.11	ASH1L;MIR555	13329	chr1	-	4012	2942	2961	3414	0	0.557131067596969	0.442868932403031	244	31
ENSG00000116544.11	DLGAP3	3977	chr1	-	691	1426	1259	601	0	0.324867990947951	0.675132009052049	247	13
ENSG00000116560.10	SFPQ	7426	chr1	-	2046	1488	1776	2116	0	0.560463237274441	0.439536762725559	178	14
ENSG00000116574.5	RHOU	4372	chr1	+	1127	998	1103	1144	0	0.519441903019213	0.480558096980787	174	3
ENSG00000116580.18	GON4L	11967	chr1	-	3379	2738	2935	2915	0	0.525946352469291	0.474053647530709	165	31
ENSG00000116584.17	ARHGEF2	9135	chr1	-	2100	2486	2640	1909	0	0.438861521620142	0.561138478379858	264	34
ENSG00000116586.11	LAMTOR2	1438	chr1	+	340	377	414	307	0	0.449930458970793	0.550069541029207	48	4
ENSG00000116604.17	MEF2D	6400	chr1	-	1323	1920	1728	1429	0	0.43	0.57	184	15
ENSG00000116641.17	DOCK7	24872	chr1	-	7649	4412	4752	8059	0	0.631553554197491	0.368446445802509	262	62
ENSG00000116649.9	SRM	1898	chr1	-	324	679	558	337	0	0.348261327713383	0.651738672286618	120	7
ENSG00000116661.9	FBXO2	2333	chr1	-	443	691	783	416	0	0.368195456493785	0.631804543506215	138	8
ENSG00000116663.10	FBXO6	1811	chr1	+	379	546	545	341	0	0.397570403092214	0.602429596907786	92	7
ENSG00000116667.12	C1orf21	10971	chr1	+	3005	2446	2458	3062	0	0.553003372527573	0.446996627472427	146	12
ENSG00000116668.12	SWT1	4054	chr1	+	1322	744	858	1130	0	0.604834731129748	0.395165268870252	50	20
ENSG00000116670.14	MAD2L2	3324	chr1	-	556	1056	1065	647	0	0.361913357400722	0.638086642599278	192	7
ENSG00000116675.15	DNAJC6	6954	chr1	+	1988	1512	1548	1906	0	0.559965487489215	0.440034512510785	137	23
ENSG00000116678.18	LEPR	11370	chr1	+	3604	2000	2091	3675	0	0.640193491644679	0.359806508355321	98	24
ENSG00000116679.15	IVNS1ABP	7929	chr1	-	2285	1417	1614	2613	0	0.617732374826586	0.382267625173414	94	14
ENSG00000116685.15	KIAA2013;LOC102724984	3281	chr1	-	588	987	1030	676	0	0.385248399878086	0.614751600121914	180	3
ENSG00000116688.16	MFN2	4973	chr1	+	1126	1277	1410	1160	0	0.459682284335411	0.540317715664589	136	22
ENSG00000116690.12	PRG4	5044	chr1	+	1703	1520	807	1014	0	0.538659793814433	0.461340206185567	44	13
ENSG00000116691.10	MIIP	2821	chr1	+	507	913	889	512	0	0.361219425735555	0.638780574264445	86	8
ENSG00000116698.20	SMG7	8317	chr1	+	2263	1995	1869	2190	0	0.53540940242876	0.46459059757124	139	31
ENSG00000116701.14	NCF2	2928	chr1	-	783	703	732	710	0	0.509904371584699	0.490095628415301	36	15
ENSG00000116703.13	PDC	1339	chr1	-	471	212	268	388	0	0.641523525018671	0.358476474981329	9	5
ENSG00000116704.7	SLC35D1	6162	chr1	-	1615	1239	1323	1985	0	0.584225900681597	0.415774099318403	64	12
ENSG00000116711.9	PLA2G4A	2875	chr1	+	903	521	601	850	0	0.609739130434783	0.390260869565217	27	18
ENSG00000116717.11	GADD45A	2069	chr1	+	458	523	673	415	0	0.421942967617206	0.578057032382794	136	3
ENSG00000116729.13	WLS	4469	chr1	-	1137	1015	1081	1236	0	0.530991273215484	0.469008726784516	115	21
ENSG00000116731.22	PRDM2	10923	chr1	+	3042	2446	2509	2926	0	0.546370044859471	0.453629955140529	236	15
ENSG00000116741.7	RGS2	2096	chr1	+	682	398	460	556	0	0.590648854961832	0.409351145038168	28	5
ENSG00000116747.12	TROVE2	9102	chr1	+	2862	1544	1727	2969	0	0.64062843331136	0.35937156668864	117	12
ENSG00000116748.20	AMPD1	2517	chr1	-	755	587	517	658	0	0.561382598331347	0.438617401668653	43	16
ENSG00000116750.13	UCHL5	6661	chr1	-	2113	1100	1387	2061	0	0.626632637742081	0.373367362257919	104	15
ENSG00000116752.5	BCAS2	1299	chr1	-	446	221	279	353	0	0.615088529638183	0.384911470361817	18	7
ENSG00000116754.13	SRSF11	8473	chr1	+	2523	1459	1692	2799	0	0.628112828986191	0.371887171013809	116	14
ENSG00000116761.11	CTH	2414	chr1	+	634	515	527	738	0	0.568351284175642	0.431648715824358	53	12
ENSG00000116771.5	AGMAT	2500	chr1	-	593	644	683	580	0	0.4692	0.5308	108	7
ENSG00000116774.11	OLFML3	2821	chr1	+	648	742	743	688	0	0.473590925203828	0.526409074796172	55	4
ENSG00000116783.14	TNNI3K	4719	chr1	+	1427	936	964	1392	0	0.597372324645052	0.402627675354948	43	30
ENSG00000116785.13	CFHR3	3774	chr1	+	1296	623	621	1234	0	0.670376258611553	0.329623741388447	22	7
ENSG00000116786.11	PLEKHM2	4122	chr1	+	811	1303	1276	732	0	0.374332848131975	0.625667151868025	218	20
ENSG00000116791.13	CRYZ	4085	chr1	-	1123	834	759	1369	0	0.610036719706242	0.389963280293758	47	10
ENSG00000116793.15	PHTF1	7170	chr1	-	1908	1496	1632	2134	0	0.56373779637378	0.43626220362622	140	21
ENSG00000116809.11	ZBTB17	4240	chr1	-	869	1316	1370	685	0	0.366509433962264	0.633490566037736	215	14
ENSG00000116815.15	CD58	1783	chr1	-	568	343	358	514	0	0.606842400448682	0.393157599551318	20	6
ENSG00000116819.6	TFAP2E	2189	chr1	+	402	713	666	408	0	0.370031978072179	0.629968021927821	136	7
ENSG00000116824.4	CD2	1679	chr1	+	508	390	371	410	0	0.546754020250149	0.453245979749851	22	5
ENSG00000116830.11	TTF2	10181	chr1	+	2969	2145	2314	2753	0	0.562027305765642	0.437972694234358	113	24
ENSG00000116833.13	NR5A2	7559	chr1	+	2191	1614	1578	2176	0	0.577721920889007	0.422278079110994	171	12
ENSG00000116852.14	KIF21B	12150	chr1	-	2616	3612	3386	2536	0	0.4240329218107	0.5759670781893	401	34
ENSG00000116857.16	TMEM9	3915	chr1	-	753	1120	1088	954	0	0.436015325670498	0.563984674329502	100	7
ENSG00000116863.10	ADPRHL2	1668	chr1	+	325	457	525	361	0	0.411270983213429	0.588729016786571	62	6
